movie_modified,genres,gross,budget,net_profit,title_year,imdb_score,image_url,dominant_colors_array,dominant_color
Born of War,Action|Drama|Thriller,,1000000,-1000000,2014,4.4,https://m.media-amazon.com/images/M/MV5BMjM2NTM1ODM1M15BMl5BanBnXkFtZTgwOTkyMDU0NTE@._V1_.jpg,"[['#ded8a9', 0.28818355883727964], ['#27160a', 0.4348716987963956], ['#997d4f', 0.27694474236632477]]",#27160a
Sharknado,Action|Adventure|Comedy,,1000000,-1000000,2013,3.3,https://m.media-amazon.com/images/M/MV5BODcwZWFiNTEtNDgzMC00ZmE2LWExMzYtNzZhZDgzNDc5NDkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#563837', 0.3454993490460157], ['#d0cfcc', 0.278147519640853], ['#93857b', 0.3763531313131313]]",#93857b
Taxman,Action|Comedy|Crime,,1000000,-1000000,1998,5.4,https://m.media-amazon.com/images/M/MV5BM2RkNmYwMjItNTY0ZS00ZWQ1LWFlODYtZGUxOGNiYjI3ZmVmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg,"[['#2c1a19', 0.3365713702266694], ['#e6d7d5', 0.19988768633857465], ['#a24140', 0.463540943434756]]",#a24140
Man on Wire,Biography|Documentary,,1000000,-1000000,2008,7.8,https://m.media-amazon.com/images/M/MV5BMTMxNTk3NDY1NV5BMl5BanBnXkFtZTcwNDk0ODg3MQ@@._V1_.jpg,"[['#2d2d34', 0.11164725238565318], ['#cfe9f9', 0.6410200723922342], ['#6fa1ca', 0.24733267522211252]]",#cfe9f9
The Lunchbox,Drama|Romance,,1000000,-1000000,2013,7.8,https://m.media-amazon.com/images/M/MV5BMTUwMzc1NjIzMV5BMl5BanBnXkFtZTgwODUyMTIxMTE@._V1_.jpg,"[['#b8a09a', 0.11836063870416966], ['#f1e4c9', 0.3508664096198778], ['#5a4181', 0.5307729516759525]]",#5a4181
Yes,Drama|Romance,,1000000,-1000000,2004,6.8,https://m.media-amazon.com/images/M/MV5BMTMxNzAyMTg4NV5BMl5BanBnXkFtZTcwNjUwMTkyMQ@@._V1_.jpg,"[['#c6602b', 0.3455768148564997], ['#16100f', 0.6032001500656538], ['#e5e0c3', 0.051223035077846556]]",#16100f
Kissing Jessica Stein,Comedy|Drama|Romance,,1000000,-1000000,2001,6.6,https://m.media-amazon.com/images/M/MV5BMGZkYWY5NzEtZmYwYi00NGMyLWEyZjAtMjQ4NTZjNzQ3NGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#f7f7fa', 0.6557350946267867], ['#a8a5c9', 0.25313161725780836], ['#3d2529', 0.09113328811540497]]",#f7f7fa
The Hebrew Hammer,Comedy,,1000000,-1000000,2003,6.2,https://m.media-amazon.com/images/M/MV5BMTQ4NzUzNDMxNl5BMl5BanBnXkFtZTcwNzA1NjQyMQ@@._V1_.jpg,"[['#0f0808', 0.5177806122448979], ['#f7f7f5', 0.25857142857142856], ['#b36c3d', 0.22364795918367347]]",#0f0808
Silent Running,Drama|Sci-Fi,,1000000,-1000000,1972,6.7,https://m.media-amazon.com/images/M/MV5BZmFhMWVkNDAtYTk0OS00M2Q4LWIwNjEtYTUxN2U0YmY1ZTYyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#f5f8f7', 0.3756807640419003], ['#182024', 0.4267961132957066], ['#4c8a8c', 0.19752312266239308]]",#182024
The Fog,Horror|Thriller,,1000000,-1000000,1980,6.8,https://m.media-amazon.com/images/M/MV5BNmMwMWM1MWMtOGJlYS00NmIyLWI0MjYtNjJkNDI5OWQ2YjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#774a53', 0.26874437443744376], ['#d4b5a6', 0.1924892489248925], ['#1c0c14', 0.5387663766376638]]",#1c0c14
The Howling,Horror,,1000000,-1000000,1981,6.6,https://m.media-amazon.com/images/M/MV5BZTcwZmIyNjAtMWM4Yy00YzE1LTk5YzQtNjVlY2IxNzMwNzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#442514', 0.3686084622543532], ['#e5b886', 0.26088399131384793], ['#a2663c', 0.3705075464317989]]",#a2663c
Hellraiser,Horror|Thriller,,1000000,-1000000,1987,7,https://m.media-amazon.com/images/M/MV5BMTkyNzc4NjkwNV5BMl5BanBnXkFtZTgwNzI2Mjc1MDE@._V1_.jpg,"[['#18131e', 0.64113766438027], ['#bcc1dd', 0.08557448056770875], ['#3d4884', 0.27328785505202124]]",#18131e
Sands of Iwo Jima,Action|Drama|Romance,,1000000,-1000000,1949,7.2,https://m.media-amazon.com/images/M/MV5BZGVkZTZlZWMtOGE5Ny00YjExLTk2ZjYtNDE0NWYzNDdlOWYwXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_.jpg,"[['#e9e6cf', 0.4301141141141141], ['#584028', 0.30614414414414415], ['#b6a466', 0.26374174174174175]]",#e9e6cf
October Baby,Drama,,1000000,-1000000,2011,6.8,https://m.media-amazon.com/images/M/MV5BMTczMjc5NDExMF5BMl5BanBnXkFtZTcwNjkwNTY0Nw@@._V1_.jpg,"[['#f4ebd5', 0.4532147030432353], ['#cca172', 0.3627076665142509], ['#724126', 0.18407763044251385]]",#f4ebd5
Next Stop Wonderland,Comedy|Drama|Romance,,1000000,-1000000,1998,6.7,https://m.media-amazon.com/images/M/MV5BMTY0MTA4NzQ1OF5BMl5BanBnXkFtZTcwOTE5MTcxMQ@@._V1_.jpg,"[['#ccb5ac', 0.16493927125506072], ['#1d1727', 0.4472749922142635], ['#4f587f', 0.38778573653067583]]",#1d1727
Two Girls and a Guy,Comedy|Drama,,1000000,-1000000,1997,5.6,https://m.media-amazon.com/images/M/MV5BMTQ1MDIzNjMzMV5BMl5BanBnXkFtZTcwNTY0NDkxMQ@@._V1_.jpg,"[['#383041', 0.3345994065281899], ['#f0e6e4', 0.44042480087459], ['#b57069', 0.22497579259722006]]",#f0e6e4
The Broken Hearts Club: A Romantic Comedy,Comedy|Drama|Romance,,1000000,-1000000,2000,7,https://m.media-amazon.com/images/M/MV5BMmZlODkzNmItZmIwZi00OGYxLTkwMjQtMzlhYmYwNjMwNzlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#e6e2e6', 0.3283452380952381], ['#4a3537', 0.4024389880952381], ['#9a898c', 0.26921577380952383]]",#4a3537
Bubba Ho-Tep,Comedy|Fantasy|Horror,,1000000,-1000000,2002,7.1,https://m.media-amazon.com/images/M/MV5BODk2OGY3ZTItMDJiNi00MzU4LTkyY2EtODczZjE1MjVhYjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#231c1c', 0.6551984763432237], ['#cf895d', 0.16372694466720128], ['#8e442e', 0.181074578989575]]",#231c1c
Slam,Drama,,1000000,-1000000,1998,7.2,https://m.media-amazon.com/images/M/MV5BMTA3MDE4Njk4MDheQTJeQWpwZ15BbWU3MDY3NDcwMjE@._V1_.jpg,"[['#2e2e26', 0.6919571383548692], ['#e1de0e', 0.17424519382288056], ['#a49578', 0.13379766782225025]]",#2e2e26
Brigham City,Crime|Drama|Mystery,,1000000,-1000000,2001,7.1,https://m.media-amazon.com/images/M/MV5BMTI0OTMzNDgyNl5BMl5BanBnXkFtZTcwMDQ0MTUyMQ@@._V1_.jpg,"[['#3b1010', 0.147299293008641], ['#efece8', 0.3998994501178319], ['#a3322d', 0.4528012568735271]]",#a3322d
Fiza,Action|Crime|Drama,,1000000,-1000000,2000,6.2,https://m.media-amazon.com/images/M/MV5BMDk4YjE4NmYtZTE0Mi00N2IwLTlhZmUtZDMzOWJjMzJiZmEzXkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_.jpg,"[['#3a3920', 0.5490418679549114], ['#f7f7f0', 0.1534742351046699], ['#c2943c', 0.29748389694041866]]",#3a3920
Orgazmo,Comedy|Sci-Fi,,1000000,-1000000,1997,6.2,https://m.media-amazon.com/images/M/MV5BNTYyYjczNGMtMDM0My00NWFlLTk0ZjYtOWY0Y2Q4NmU4NmE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#f1f3f4', 0.5485425742574257], ['#332c29', 0.21480726072607262], ['#b47f7c', 0.23665016501650166]]",#f1f3f4
Dream with the Fishes,Comedy|Drama,,1000000,-1000000,1997,7,https://m.media-amazon.com/images/M/MV5BMjEwODgxNDE0Ml5BMl5BanBnXkFtZTcwMzg0MTUxMQ@@._V1_.jpg,"[['#d5edf3', 0.1804242914979757], ['#090e18', 0.5284793522267206], ['#2576a5', 0.29109635627530367]]",#090e18
Wristcutters: A Love Story,Comedy|Drama|Fantasy,,1000000,-1000000,2006,7.3,https://m.media-amazon.com/images/M/MV5BOGU3NTRhYWYtZWI3YS00NTZjLTliMWUtNTIyMGQ1MzliMjFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#151115', 0.6757821651859164], ['#e4b954', 0.29454228364593615], ['#f3f3f2', 0.029675551168147418]]",#151115
Blue Car,Drama,,1000000,-1000000,2002,6.7,https://m.media-amazon.com/images/M/MV5BMTM1MzczOTE1Nl5BMl5BanBnXkFtZTYwMjIwMDA3._V1_.jpg,"[['#0a0f17', 0.5651080679755816], ['#e3f1f7', 0.22959247648902822], ['#5387b6', 0.2052994555353902]]",#0a0f17
Luminarias,Comedy|Romance,,1000000,-1000000,1999,3.7,https://m.media-amazon.com/images/M/MV5BMjAwOTEzOTI4N15BMl5BanBnXkFtZTcwNjY1OTkyMQ@@._V1_.jpg,"[['#402623', 0.1873021582733813], ['#f4f0ec', 0.5524460431654676], ['#c09b83', 0.2602517985611511]]",#f4f0ec
Antarctica: A Year on Ice,Adventure|Biography|Documentary,,1000000,-1000000,2013,7.6,https://m.media-amazon.com/images/M/MV5BMjI5MzI0Nzk3OV5BMl5BanBnXkFtZTgwNTAyODExMzE@._V1_.jpg,"[['#d8e1ec', 0.4680749279681557], ['#0d2439', 0.25533507668841265], ['#497da8', 0.27658999534343165]]",#d8e1ec
The Battle of Shaker Heights,Comedy|Drama|Romance,,1000000,-1000000,2003,6,https://m.media-amazon.com/images/M/MV5BMTQwMzI0Mzk1NF5BMl5BanBnXkFtZTYwMDIzMDk2._V1_.jpg,"[['#e8e7e7', 0.2819856738297518], ['#241d1d', 0.43201732467099785], ['#d42d31', 0.2859970014992504]]",#241d1d
Taxi to the Dark Side,Crime|Documentary|War,,1000000,-1000000,2007,7.5,https://m.media-amazon.com/images/M/MV5BMTcxNzMxNzA3OF5BMl5BanBnXkFtZTcwODgyMzU1MQ@@._V1_.jpg,"[['#edeabc', 0.5456823490156824], ['#c4bd7c', 0.23656656656656658], ['#58351f', 0.2177510844177511]]",#edeabc
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary|Sport,,1000000,-1000000,2006,7.3,https://m.media-amazon.com/images/M/MV5BMTYyMjc2MDE1OV5BMl5BanBnXkFtZTcwODAwNzMzMQ@@._V1_.jpg,"[['#efefe3', 0.8759684684684684], ['#863432', 0.06756756756756757], ['#1f38bf', 0.05646396396396396]]",#efefe3
A Lego Brickumentary,Documentary,,1000000,-1000000,2014,6.8,https://m.media-amazon.com/images/M/MV5BMTA5Njk2MTQ1NjBeQTJeQWpwZ15BbWU4MDM2MDA0NjUx._V1_.jpg,"[['#f3e56a', 0.06834848484848485], ['#dab503', 0.8456534914361001], ['#13120b', 0.08599802371541503]]",#dab503
Hardflip,Action|Drama,,1000000,-1000000,2012,5.6,https://m.media-amazon.com/images/M/MV5BMTYwNzE4ODc1NF5BMl5BanBnXkFtZTcwMjU3MzM3Nw@@._V1_.jpg,"[['#120d0b', 0.3505278271458662], ['#dec39a', 0.3625489566877304], ['#855645', 0.28692321616640337]]",#dec39a
Creative Control,Drama|Sci-Fi,,1000000,-1000000,2015,5.4,https://m.media-amazon.com/images/M/MV5BMTg4NTUzMDkwOV5BMl5BanBnXkFtZTgwMDUyMzA5NzE@._V1_.jpg,"[['#221f27', 0.6379997530864198], ['#a19fa9', 0.1472827572016461], ['#595662', 0.21471748971193416]]",#221f27
Safe Men,Comedy|Crime,,1000000,-1000000,1998,6,https://m.media-amazon.com/images/M/MV5BMTc0MDcxNTc5NF5BMl5BanBnXkFtZTYwMDg4Mjg5._V1_.jpg,"[['#0a0808', 0.7032344844844844], ['#f5f0ee', 0.2072072072072072], ['#675850', 0.08955830830830831]]",#0a0808
Speedway Junky,Crime|Drama|Romance,,1000000,-1000000,1999,5.3,https://m.media-amazon.com/images/M/MV5BMTc0MzMyNzAzM15BMl5BanBnXkFtZTcwMjgxOTIyMQ@@._V1_.jpg,"[['#2b2a2d', 0.6355007518796992], ['#e7e2de', 0.1081203007518797], ['#8f6561', 0.25637894736842104]]",#2b2a2d
Hits,Comedy|Drama,,1000000,-1000000,2014,5.8,https://m.media-amazon.com/images/M/MV5BNTkwNzE3ODczMV5BMl5BanBnXkFtZTgwMzcyNjQxNDE@._V1_.jpg,"[['#fbf6f0', 0.3319018930041152], ['#cc3e4b', 0.5916238271604938], ['#160d0d', 0.07647427983539094]]",#cc3e4b
The Specials,Action|Comedy|Fantasy,,1000000,-1000000,2000,5.9,https://m.media-amazon.com/images/M/MV5BMTgzMTI5MDYwM15BMl5BanBnXkFtZTcwNDk0MzEyMQ@@._V1_.jpg,"[['#d5d7e1', 0.35275689223057644], ['#11090c', 0.3263784461152882], ['#8d787b', 0.32086466165413535]]",#d5d7e1
16 to Life,Comedy|Romance,,1000000,-1000000,2009,6.3,https://m.media-amazon.com/images/M/MV5BMTg4Nzg3MDMxOV5BMl5BanBnXkFtZTcwODA3NTY0NA@@._V1_.jpg,"[['#363624', 0.1801962962962963], ['#ccd2ac', 0.3159888888888889], ['#96ab7b', 0.5038148148148148]]",#96ab7b
Alone with Her,Crime|Drama|Thriller,,1000000,-1000000,2006,6.1,https://m.media-amazon.com/images/M/MV5BZTRmMDNmYWItZjZjZS00ZTA0LWJiZDYtZTJiMzljYmQwZmY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#0b572a', 0.5427849612674005], ['#e4e6e2', 0.056602743316442425], ['#010902', 0.400612295416157]]",#0b572a
Special,Comedy|Drama|Sci-Fi,,1000000,-1000000,2006,6.9,https://m.media-amazon.com/images/M/MV5BMTQ1OTIwMDg2MF5BMl5BanBnXkFtZTcwMzA0MjEwMg@@._V1_.jpg,"[['#9c7b40', 0.4407536557930259], ['#accdda', 0.35129921259842517], ['#2c2518', 0.20794713160854894]]",#9c7b40
The Sisterhood of Night,Drama|Mystery|Thriller,,1000000,-1000000,2014,6.2,https://m.media-amazon.com/images/M/MV5BODg3MjE0MDM4N15BMl5BanBnXkFtZTgwOTY0MjE5NDE@._V1_.jpg,"[['#ae7475', 0.24831143114311433], ['#100b0b', 0.4192802280228023], ['#7f3a3e', 0.3324083408340834]]",#100b0b
The Helix... Loaded,Action|Adventure|Comedy,,1000000,-1000000,2005,2,https://m.media-amazon.com/images/M/MV5BMTUwNTUzNTMyMF5BMl5BanBnXkFtZTcwOTg2NTgyMQ@@._V1_.jpg,"[['#131310', 0.6280577754862364], ['#4f4e46', 0.28877717624817395], ['#b0afa7', 0.08316504826558964]]",#131310
In Her Line of Fire,Action|Drama,,1000000,-1000000,2006,4.1,https://m.media-amazon.com/images/M/MV5BMTcwMTE3MjUzOV5BMl5BanBnXkFtZTcwNjczMjYzMQ@@._V1_.jpg,"[['#040505', 0.7736773607748184], ['#c7c2b5', 0.10393462469733657], ['#4d4a40', 0.12238801452784503]]",#040505
Childless,Drama,,1000000,-1000000,2008,5.8,https://m.media-amazon.com/images/M/MV5BMTYxMDk0MzQ0N15BMl5BanBnXkFtZTgwNjA4OTMxNTE@._V1_.jpg,"[['#0b0707', 0.6714655855813845], ['#7b6359', 0.20921176370009403], ['#dfdad9', 0.11932265071852145]]",#0b0707
Heli,Crime|Drama|Romance,,1000000,-1000000,2013,6.8,https://m.media-amazon.com/images/M/MV5BMTgwOTM0NjU2NF5BMl5BanBnXkFtZTcwNTMyNjA1OQ@@._V1_.jpg,"[['#d4e5e9', 0.3571599412307377], ['#86372d', 0.12795070671176867], ['#8ca19c', 0.5148893520574936]]",#8ca19c
Karachi se Lahore,Adventure|Comedy|Family,,1000000,-1000000,2015,6.6,https://m.media-amazon.com/images/M/MV5BMDFhMzVlYjMtNzljYS00ODAxLWI0OWMtMThjNWYyMzkwY2ViXkEyXkFqcGdeQXVyNTM3MzQ3NzE@._V1_.jpg,"[['#d7e1c5', 0.3652898587874749], ['#25281a', 0.32020324578042847], ['#7d8a6c', 0.31450689543209664]]",#d7e1c5
Loving Annabelle,Drama|Romance,,1000000,-1000000,2006,6.5,https://m.media-amazon.com/images/M/MV5BMTA3OTgyODI4NTJeQTJeQWpwZ15BbWU3MDEzMTUyMzE@._V1_.jpg,"[['#fcfaf4', 0.30097957770854966], ['#8c8c51', 0.27971270335756315], ['#e7d7b1', 0.4193077189338872]]",#e7d7b1
Frat Party,Comedy,,1000000,-1000000,2009,2.8,https://m.media-amazon.com/images/M/MV5BMTI5MTU3NDU2M15BMl5BanBnXkFtZTcwNzcxNjYwMw@@._V1_.jpg,"[['#cbd4d7', 0.35962196512954214], ['#2a2a2f', 0.20305131594034967], ['#db9252', 0.4373267189301082]]",#db9252
Jimmy and Judy,Crime|Drama|Thriller,,1000000,-1000000,2006,6.2,https://m.media-amazon.com/images/M/MV5BMjAwMzUzMzYwMV5BMl5BanBnXkFtZTcwMjE2MjE2MQ@@._V1_.jpg,"[['#461812', 0.5433123209169054], ['#c4792f', 0.35924928366762177], ['#e8d5b2', 0.09743839541547278]]",#461812
Proud,Drama,,1000000,-1000000,2004,5.9,https://m.media-amazon.com/images/M/MV5BMTIzMTA5MDI3NF5BMl5BanBnXkFtZTcwOTUxODIzMQ@@._V1_.jpg,"[['#c9c7c4', 0.20897687861271677], ['#1a1514', 0.5425260115606937], ['#6a6764', 0.2484971098265896]]",#1a1514
Steppin: The Movie,Comedy|Music,,1000000,-1000000,2009,3.5,https://m.media-amazon.com/images/M/MV5BMjIyMjkyMjQzN15BMl5BanBnXkFtZTcwNjczODEyMg@@._V1_.jpg,"[['#5d3810', 0.2091807199895079], ['#fcf9e6', 0.4627501626577046], ['#d8b351', 0.3280691173527875]]",#fcf9e6
Truth or Die,Horror|Mystery,,1000000,-1000000,2012,5.6,https://m.media-amazon.com/images/M/MV5BMjI4ODgzNjc4OF5BMl5BanBnXkFtZTcwMjI2OTEwNw@@._V1_.jpg,"[['#6a675d', 0.29355295529552955], ['#131513', 0.5372475247524753], ['#ddd5cb', 0.1691995199519952]]",#131513
Snow White: A Deadly Summer,Horror,,1000000,-1000000,2012,2.2,https://m.media-amazon.com/images/M/MV5BOTcwMzI4MTA5N15BMl5BanBnXkFtZTgwNTg0NjA2MDE@._V1_.jpg,"[['#393533', 0.6003146666666667], ['#d4cfc8', 0.21170666666666665], ['#897872', 0.18797866666666666]]",#393533
My Last Day Without You,Comedy|Drama|Romance,,1000000,-1000000,2011,5.7,https://m.media-amazon.com/images/M/MV5BMTc4ODM5MDM0Nl5BMl5BanBnXkFtZTgwMzg0NjkxMDE@._V1_.jpg,"[['#230b08', 0.4018320610687023], ['#fbf5da', 0.2894258905852417], ['#da8c36', 0.30874204834605595]]",#230b08
Zombie Hunter,Action|Comedy|Horror,,1000000,-1000000,2013,3.5,https://m.media-amazon.com/images/M/MV5BMTU5Mjg3MzAxNV5BMl5BanBnXkFtZTgwNTk5NTI2MDE@._V1_.jpg,"[['#161411', 0.5327942006225878], ['#dbd7d4', 0.22233485440413284], ['#5f5653', 0.24487094497327935]]",#161411
Doc Holliday's Revenge,Western,,1000000,-1000000,2014,3.8,https://m.media-amazon.com/images/M/MV5BMTc0OTMxNzg2M15BMl5BanBnXkFtZTgwOTQzOTUwMjE@._V1_.jpg,"[['#65747c', 0.2839650145772595], ['#221b1a', 0.3475743440233236], ['#d9c6a7', 0.3684606413994169]]",#d9c6a7
A Fine Step,Drama,,1000000,-1000000,2014,5.4,https://m.media-amazon.com/images/M/MV5BYjMxY2VjYTAtYzNjYy00NzlhLTg3M2MtZDZkNGJkODhiOGM1L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_.jpg,"[['#150c17', 0.5373565034228541], ['#cfa895', 0.164893803756363], ['#704e4c', 0.29774969282078284]]",#150c17
Fear Clinic,Horror,,1000000,-1000000,2014,5,https://m.media-amazon.com/images/M/MV5BMTQ2NjA5MTA3NF5BMl5BanBnXkFtZTgwNDk1MDExMzE@._V1_.jpg,"[['#8c7b68', 0.21446857518920698], ['#28140d', 0.32193879565646594], ['#d7d0c5', 0.4635926291543271]]",#d7d0c5
The Pet,Drama|Thriller,,1000000,-1000000,2006,3.8,https://m.media-amazon.com/images/M/MV5BMTQ1MDIyNjc3Ml5BMl5BanBnXkFtZTcwNTI5OTQzMQ@@._V1_.jpg,"[['#030304', 0.7437096296296296], ['#b4aeae', 0.06708148148148148], ['#31363f', 0.1892088888888889]]",#030304
Bang Bang Baby,Drama|Fantasy|Musical,,1000000,-1000000,2014,5,https://m.media-amazon.com/images/M/MV5BMTQ2NjM5NDk2NV5BMl5BanBnXkFtZTgwMjQ0MDU1NjE@._V1_.jpg,"[['#2e2252', 0.07513987269177225], ['#fcfbf9', 0.7918063934297047], ['#a0708f', 0.1330537338785231]]",#fcfbf9
1982,Drama,,1000000,-1000000,2013,7,https://m.media-amazon.com/images/M/MV5BMjExODYyNzQ1NF5BMl5BanBnXkFtZTgwMTQ3MzgxODE@._V1_.jpg,"[['#272626', 0.47367962083654896], ['#d2c6ae', 0.2463428778226879], ['#7f6e61', 0.2799775013407631]]",#272626
Chemical Cut,Drama,,1000000,-1000000,2016,5.4,https://m.media-amazon.com/images/M/MV5BMTkyNzU4NDgyNF5BMl5BanBnXkFtZTgwOTkwMzAzNzE@._V1_.jpg,"[['#ad824d', 0.24344028914211133], ['#040302', 0.3162867576928869], ['#dce1cf', 0.44027295316500176]]",#dce1cf
Por amor en el caserio,Action|Drama|Romance,,1000000,-1000000,2014,8.1,https://m.media-amazon.com/images/M/MV5BNDBkODYzNmMtMmEyMy00NTA1LTg4MmQtZDdkOGE1YTBjNzM3XkEyXkFqcGdeQXVyMTcyODg3Njg@._V1_.jpg,"[['#2d2a21', 0.5176997690531178], ['#c6d5d3', 0.14672209391839877], ['#655656', 0.33557813702848344]]",#2d2a21
To Save a Life,Drama,,1000000,-1000000,2009,7.1,https://m.media-amazon.com/images/M/MV5BMjAzMzgzMDI1OF5BMl5BanBnXkFtZTcwNTg3NjAwMw@@._V1_.jpg,"[['#d4c4a6', 0.41078148148148147], ['#1f1716', 0.36915185185185184], ['#824f44', 0.22006666666666666]]",#d4c4a6
Cure,Crime|Horror|Mystery,,1000000,-1000000,1997,7.4,https://m.media-amazon.com/images/M/MV5BOTcwNDQzMWUtZDIwZS00MjVjLTkyY2MtY2U5ZjAwMWIxMDRiXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_.jpg,"[['#340922', 0.7251453650553565], ['#e6e5e3', 0.17211811453154638], ['#959392', 0.10273652041309711]]",#340922
A Scanner Darkly,Animation|Crime|Drama,7659918,8700000,-1040082,2006,7.1,https://m.media-amazon.com/images/M/MV5BOTc2ZGI2MzEtODlkNC00MGQ4LTlkYjQtMDU0YTg1YTI0NDI1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#0e0d1b', 0.7330950970714051], ['#d4a161', 0.08990589009542613], ['#4c3941', 0.1769990128331688]]",#0e0d1b
Blue Ruin,Crime|Drama|Thriller,,1066167,-1066167,2013,7.1,https://m.media-amazon.com/images/M/MV5BMTY4NTM2MDg5OV5BMl5BanBnXkFtZTgwMDA3OTAwMTE@._V1_.jpg,"[['#bd978a', 0.19304019548160173], ['#020404', 0.486439802601912], ['#4f7d85', 0.3205200019164863]]",#020404
Bloodsport,Action|Biography|Drama,,1100000,-1100000,1988,6.8,https://m.media-amazon.com/images/M/MV5BNTJmMGEzMTQtMzQzMi00YjE1LWI4MTctNjY0NWZiYzE2MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#241713', 0.4455408346423565], ['#ddc9be', 0.41834840921735816], ['#c64424', 0.13611075614028534]]",#241713
The Raid: Redemption,Action|Thriller,,1100000,-1100000,2011,7.6,https://m.media-amazon.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,"[['#0d2223', 0.5449099142201008], ['#4f6764', 0.2777011662463977], ['#b3b8b4', 0.17738891953350144]]",#0d2223
From a Whisper to a Scream,Action|Drama|Horror,,1100000,-1100000,1987,5.9,https://m.media-amazon.com/images/M/MV5BMjAyNzIzOTk5NV5BMl5BanBnXkFtZTgwNDgzNTkwMzE@._V1_.jpg,"[['#0f100f', 0.624072072072072], ['#bd7436', 0.08247447447447448], ['#463245', 0.29345345345345347]]",#0f100f
Beyond the Black Rainbow,Horror|Sci-Fi|Thriller,,1100000,-1100000,2010,6,https://m.media-amazon.com/images/M/MV5BMTc1MjQyODcxM15BMl5BanBnXkFtZTcwNDU1MjE0Nw@@._V1_.jpg,"[['#f7e6d9', 0.14711027803811308], ['#1f0605', 0.6365237425804436], ['#be463b', 0.2163659793814433]]",#1f0605
The Sleepwalker,Drama,,1100000,-1100000,2014,4.9,https://m.media-amazon.com/images/M/MV5BMTQ3ODU5MjYwN15BMl5BanBnXkFtZTgwNjQ1NzUxMzE@._V1_.jpg,"[['#3e3834', 0.1945587131870193], ['#c4bec5', 0.5444832114049897], ['#8c8687', 0.260958075407991]]",#c4bec5
Departure,Drama|Romance,,1100000,-1100000,2015,6.7,https://m.media-amazon.com/images/M/MV5BMjdjMDcxNDgtMDE0ZC00MGY1LTllY2ItYzBiYzBmNDFkOTk0XkEyXkFqcGdeQXVyMjEzOTAxMDc@._V1_.jpg,"[['#c6c9d2', 0.3518494727506864], ['#1f1f28', 0.19371674320285734], ['#9d9faa', 0.45443378404645624]]",#9d9faa
The Dead Undead,Action|Horror|Sci-Fi,,1100000,-1100000,2010,3,https://m.media-amazon.com/images/M/MV5BMTQzNzE5MDYzM15BMl5BanBnXkFtZTgwNTA2MTA2MDE@._V1_.jpg,"[['#15160a', 0.334512], ['#d4b88c', 0.32194666666666666], ['#81512f', 0.3435413333333333]]",#81512f
The Vatican Exorcisms,Horror,,1100000,-1100000,2013,2.5,https://m.media-amazon.com/images/M/MV5BMjM0MDE1NDkzNV5BMl5BanBnXkFtZTgwMDU1MzAxMzE@._V1_.jpg,"[['#2b2a1a', 0.4425649717514124], ['#e7e2de', 0.22951412429378532], ['#7e7468', 0.3279209039548023]]",#2b2a1a
Serenity,Action|Adventure|Sci-Fi,38869464,40000000,-1130536,2005,7.9,https://m.media-amazon.com/images/M/MV5BOWE2MDAwZjEtODEyOS00ZjYyLTgzNDUtYmNiY2VmNWRiMTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"[['#a7a19d', 0.23456126482213438], ['#444146', 0.2968524374176548], ['#e9e7df', 0.4685862977602108]]",#e9e7df
Chicken Tikka Masala,Comedy|Drama|Romance,,1200000,-1200000,2005,5.8,https://m.media-amazon.com/images/M/MV5BMTcxMjU0MjQzMl5BMl5BanBnXkFtZTcwMDcwNTIzMQ@@._V1_.jpg,"[['#cfdee2', 0.3903921568627451], ['#2d2c2d', 0.36461147421931733], ['#b98555', 0.24499636891793755]]",#cfdee2
